Postcode,Suburb,ID_Domain,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,5thPercentileSoldPrice,25thPercentileSoldPrice,75thPercentileSoldPrice,95thPercentileSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
3002,East Melbourne,13127,,2.0,7300000.0,2675000.0,,,,,,9.0,7000000.0,280000.0,,,860.0,20.0,2345.0,495.0
3196,Edithvale,13457,925000.0,21.0,3800000.0,600000.0,623000.0,750000.0,1202000.0,1717000.0,830000.0,34.0,3900000.0,499000.0,2.0,2.0,550.0,35.0,850.0,320.0
3185,Elsternwick,13627,,3.0,2535000.0,1286000.0,,,,,,3.0,2500000.0,750000.0,,,,8.0,995.0,300.0
3095,Eltham,13677,1460000.0,12.0,2500000.0,840000.0,840000.0,1080000.0,1766000.0,2500000.0,1550000.0,17.0,2100000.0,790000.0,2.0,1.0,,3.0,820.0,550.0
3095,Eltham North,13687,1460000.0,12.0,2500000.0,840000.0,840000.0,1080000.0,1766000.0,2500000.0,1550000.0,17.0,2100000.0,790000.0,2.0,1.0,,3.0,820.0,550.0
3184,Elwood,13717,2268000.0,28.0,5000000.0,1155000.0,1235000.0,1490000.0,2700000.0,3870000.0,2200000.0,64.0,4500000.0,280000.0,4.0,1.0,705.0,84.0,2500.0,290.0
3782,Emerald,13747,,2.0,1120000.0,850000.0,,,,,,3.0,1550000.0,800000.0,,,,,,
3802,Endeavour Hills,13797,673000.0,55.0,1250000.0,524000.0,552000.0,601000.0,750000.0,980000.0,665000.0,127.0,2300000.0,450000.0,1.0,1.0,390.0,55.0,680.0,250.0
3076,Epping,13867,614000.0,45.0,890000.0,428000.0,520000.0,555000.0,695000.0,850000.0,550000.0,203.0,1200000.0,315000.0,12.0,7.0,380.0,172.0,1154.0,290.0
3041,Essendon Fields,104277,,,,,,,,,,2.0,1125000.0,1125000.0,,,,2.0,550.0,480.0
3041,Essendon North,13977,,,,,,,,,,2.0,1125000.0,1125000.0,,,,2.0,550.0,480.0
3040,Essendon West,13997,1338000.0,34.0,3400000.0,470000.0,733000.0,875000.0,1825000.0,2222000.0,1300000.0,85.0,4400000.0,289000.0,17.0,9.0,515.0,114.0,1000.0,275.0
3040,Essendon,13957,1338000.0,34.0,3400000.0,470000.0,733000.0,875000.0,1825000.0,2222000.0,1300000.0,85.0,4400000.0,289000.0,17.0,9.0,515.0,114.0,1000.0,275.0
3177,Eumemmerring,14007,,3.0,830000.0,700000.0,,,,,,8.0,830000.0,360000.0,,,,3.0,450.0,350.0
3078,Fairfield,14197,1302000.0,14.0,1811000.0,725000.0,725000.0,958000.0,1515000.0,1811000.0,1275000.0,31.0,2600000.0,870000.0,6.0,5.0,588.0,42.0,1100.0,280.0
3060,Fawkner,14297,680000.0,33.0,1085000.0,402000.0,530000.0,600000.0,730000.0,828000.0,670000.0,53.0,6500000.0,395000.0,9.0,7.0,410.0,73.0,600.0,310.0
3156,Ferntree Gully,14407,,9.0,2151000.0,521000.0,,,,,750000.0,13.0,2300000.0,650000.0,3.0,2.0,,3.0,420.0,310.0
3786,Ferny Creek,14457,,2.0,1180000.0,950000.0,,,,,800000.0,11.0,1600000.0,670000.0,,,,2.0,600.0,320.0
3065,Fitzroy,14527,1390000.0,10.0,2150000.0,880000.0,880000.0,1205000.0,1525000.0,2150000.0,1480000.0,19.0,3250000.0,1085000.0,5.0,5.0,720.0,100.0,2800.0,250.0
3068,Fitzroy North,14567,1368000.0,16.0,3300000.0,838000.0,838000.0,986000.0,1528000.0,3300000.0,1450000.0,40.0,4500000.0,490000.0,15.0,11.0,630.0,120.0,,200.0
3031,Flemington,14617,1133000.0,20.0,2000000.0,680000.0,680000.0,850000.0,1350000.0,1750000.0,1000000.0,38.0,2350000.0,490000.0,10.0,7.0,550.0,105.0,1500.0,350.0
3011,Footscray,14717,1120000.0,20.0,2235000.0,600000.0,600000.0,900000.0,1262000.0,2120000.0,1000000.0,34.0,2000000.0,650000.0,5.0,4.0,510.0,52.0,960.0,320.0
3131,Forest Hill,14827,996000.0,17.0,1780000.0,650000.0,650000.0,850000.0,1173000.0,1780000.0,950000.0,40.0,4320000.0,620000.0,4.0,3.0,450.0,45.0,795.0,340.0
3199,Frankston,14947,840000.0,74.0,5850000.0,600000.0,650000.0,736000.0,1165000.0,1650000.0,849000.0,125.0,5985000.0,420000.0,6.0,3.0,490.0,49.0,1050.0,350.0
3200,Frankston North,15007,476000.0,18.0,505000.0,442000.0,442000.0,450000.0,490000.0,505000.0,430000.0,49.0,640000.0,340000.0,2.0,1.0,340.0,34.0,410.0,250.0
3199,Frankston South,15027,840000.0,74.0,5850000.0,600000.0,650000.0,736000.0,1165000.0,1650000.0,849000.0,125.0,5985000.0,420000.0,6.0,3.0,490.0,49.0,1050.0,350.0
3185,Gardenvale,15237,,3.0,2535000.0,1286000.0,,,,,,3.0,2500000.0,750000.0,,,,8.0,995.0,300.0
3043,Gladstone Park,15787,,9.0,1200000.0,498000.0,,,,,610000.0,15.0,1350000.0,460000.0,8.0,2.0,380.0,41.0,1050.0,280.0
3163,Glen Huntly,15877,,4.0,2070000.0,1156000.0,,,,,,8.0,1860000.0,900000.0,1.0,1.0,,8.0,725.0,270.0
3146,Glen Iris,15907,2033000.0,40.0,3150000.0,765000.0,900000.0,1770000.0,2500000.0,3050000.0,1950000.0,119.0,4000000.0,700000.0,12.0,6.0,675.0,101.0,2000.0,270.0
3150,Glen Waverley,15957,1188000.0,30.0,2869000.0,880000.0,910000.0,1110000.0,1256000.0,2750000.0,1280000.0,64.0,6700000.0,200000.0,7.0,4.0,530.0,55.0,1250.0,400.0
3046,Glenroy,16477,750000.0,23.0,1115000.0,480000.0,585000.0,665000.0,900000.0,1050000.0,700000.0,39.0,1125000.0,70000.0,7.0,4.0,420.0,53.0,750.0,290.0
3043,Gowanbrae,16877,,9.0,1200000.0,498000.0,,,,,610000.0,15.0,1350000.0,460000.0,8.0,2.0,380.0,41.0,1050.0,280.0
3088,Greensborough,17297,,1.0,1149000.0,1149000.0,,,,,,9.0,1000000.0,690000.0,1.0,,,2.0,570.0,500.0
3059,Greenvale,17317,735000.0,51.0,1830000.0,350000.0,365000.0,620000.0,885000.0,1330000.0,633000.0,438.0,4700000.0,266000.0,19.0,10.0,430.0,82.0,800.0,310.0
3807,Guys Hill,17497,,,,,,,,,,,,,,,,,,
3046,Hadfield,17537,750000.0,23.0,1115000.0,480000.0,585000.0,665000.0,900000.0,1050000.0,700000.0,39.0,1125000.0,70000.0,7.0,4.0,420.0,53.0,750.0,290.0
3803,Hallam,17567,,,,,,,,,,,,,,,,,,
3188,Hampton,17737,1113000.0,18.0,1710000.0,728000.0,728000.0,835000.0,1310000.0,1710000.0,1175000.0,26.0,1700000.0,650000.0,9.0,3.0,573.0,38.0,1400.0,325.0
3188,Hampton East,17757,1113000.0,18.0,1710000.0,728000.0,728000.0,835000.0,1310000.0,1710000.0,1175000.0,26.0,1700000.0,650000.0,9.0,3.0,573.0,38.0,1400.0,325.0
3976,Hampton Park,17807,554000.0,40.0,2400000.0,375000.0,400000.0,525000.0,625000.0,720000.0,505000.0,120.0,4700000.0,60000.0,,,360.0,88.0,550.0,300.0
3806,Harkaway,17897,,3.0,1330000.0,750000.0,,,,,,6.0,2000000.0,720000.0,,,,3.0,1000.0,350.0
3122,Hawthorn,18087,2725000.0,22.0,7850000.0,840000.0,1410000.0,2000000.0,3450000.0,4740000.0,2125000.0,57.0,40000000.0,465000.0,7.0,6.0,620.0,123.0,2821.0,240.0
3123,Hawthorn East,18117,2335000.0,18.0,5960000.0,1288000.0,1288000.0,1785000.0,2850000.0,5960000.0,1925000.0,47.0,4000000.0,399000.0,2.0,1.0,600.0,89.0,3000.0,190.0
3202,Heatherton,18327,,7.0,1150000.0,825000.0,,,,,1000000.0,17.0,1375000.0,765000.0,2.0,,,6.0,695.0,510.0
3135,Heathmont,18347,848000.0,16.0,1350000.0,560000.0,560000.0,668000.0,930000.0,1350000.0,815000.0,35.0,1400000.0,440000.0,4.0,,450.0,37.0,1200.0,159.0
3084,Heidelberg,18387,971000.0,13.0,1435000.0,671000.0,671000.0,797000.0,1195000.0,1435000.0,895000.0,17.0,2200000.0,655000.0,2.0,2.0,530.0,12.0,625.0,395.0
3081,Heidelberg Heights,18397,685000.0,18.0,805000.0,590000.0,590000.0,610000.0,755000.0,805000.0,650000.0,30.0,1325000.0,445000.0,,,400.0,45.0,650.0,275.0
3081,Heidelberg West,18427,685000.0,18.0,805000.0,590000.0,590000.0,610000.0,755000.0,805000.0,650000.0,30.0,1325000.0,445000.0,,,400.0,45.0,650.0,275.0
3190,Highett,18717,1240000.0,30.0,1556000.0,600000.0,790000.0,1031000.0,1400000.0,1551000.0,1235000.0,47.0,1550000.0,590000.0,16.0,10.0,650.0,47.0,1000.0,325.0
3037,Hillside,18837,819000.0,22.0,966000.0,522000.0,525000.0,725000.0,860000.0,965000.0,750000.0,36.0,5985000.0,470000.0,7.0,3.0,450.0,19.0,670.0,370.0
3029,Hoppers Crossing,19067,580000.0,109.0,1330000.0,285000.0,435000.0,517000.0,645000.0,845000.0,542000.0,1103.0,1300000.0,34000.0,2.0,,390.0,288.0,800.0,30.0
3166,Hughesdale,19257,967000.0,15.0,1210000.0,426000.0,426000.0,895000.0,1100000.0,1210000.0,870000.0,26.0,4450000.0,380000.0,8.0,5.0,500.0,77.0,1600.0,230.0
3166,Huntingdale,19317,967000.0,15.0,1210000.0,426000.0,426000.0,895000.0,1100000.0,1210000.0,870000.0,26.0,4450000.0,380000.0,8.0,5.0,500.0,77.0,1600.0,230.0
3099,Hurstbridge,19387,,8.0,1062000.0,700000.0,,,,,,8.0,875000.0,670000.0,,,,1.0,500.0,500.0
3079,Ivanhoe,19767,,5.0,3250000.0,1395000.0,,,,,1900000.0,12.0,3050000.0,1395000.0,2.0,1.0,,8.0,950.0,500.0
3079,Ivanhoe East,19787,,5.0,3250000.0,1395000.0,,,,,1900000.0,12.0,3050000.0,1395000.0,2.0,1.0,,8.0,950.0,500.0
3047,Jacana,19797,,7.0,580000.0,430000.0,,,,,545000.0,20.0,1400000.0,380000.0,1.0,,350.0,21.0,430.0,300.0
3977,Junction Village,20197,615000.0,18.0,1000000.0,518000.0,518000.0,580000.0,655000.0,1000000.0,599000.0,35.0,5000000.0,465000.0,,,425.0,13.0,520.0,330.0
3791,Kallista,20337,,1.0,830000.0,830000.0,,,,,,6.0,1380000.0,650000.0,,,,,,
3766,Kalorama,20347,,3.0,970000.0,685000.0,,,,,,7.0,950000.0,549000.0,,,,1.0,625.0,625.0
3021,Kealba,20817,600000.0,65.0,1550000.0,385000.0,422000.0,540000.0,685000.0,1100000.0,600000.0,186.0,1460000.0,355000.0,3.0,2.0,358.0,174.0,1200.0,200.0
3036,Keilor,20857,,,,,,,,,,,,,,,,1.0,1600.0,1600.0
3038,Keilor Downs,20887,800000.0,12.0,1220000.0,665000.0,665000.0,720000.0,845000.0,1220000.0,800000.0,32.0,1770000.0,560000.0,2.0,1.0,420.0,19.0,2043.0,355.0
3033,Keilor East,20897,828000.0,28.0,1300000.0,635000.0,675000.0,705000.0,910000.0,1225000.0,864000.0,47.0,2400000.0,15000.0,12.0,7.0,450.0,71.0,750.0,340.0
3038,Keilor Lodge,20917,800000.0,12.0,1220000.0,665000.0,665000.0,720000.0,845000.0,1220000.0,800000.0,32.0,1770000.0,560000.0,2.0,1.0,420.0,19.0,2043.0,355.0
3036,Keilor North,20927,,,,,,,,,,,,,,,,1.0,1600.0,1600.0
3042,Keilor Park,20957,1058000.0,19.0,1775000.0,695000.0,695000.0,901000.0,1242000.0,1775000.0,985000.0,41.0,2900000.0,640000.0,11.0,9.0,470.0,31.0,1000.0,280.0
3031,Kensington,21037,1133000.0,20.0,2000000.0,680000.0,680000.0,850000.0,1350000.0,1750000.0,1000000.0,38.0,2350000.0,490000.0,10.0,7.0,550.0,105.0,1500.0,350.0
3101,Kew,21137,2173000.0,30.0,4311000.0,725000.0,825000.0,1775000.0,2775000.0,3819000.0,2260000.0,118.0,16950000.0,400000.0,14.0,7.0,720.0,105.0,3500.0,200.0
3102,Kew East,21167,1750000.0,14.0,2266000.0,1050000.0,1050000.0,1577000.0,1840000.0,2266000.0,1874000.0,19.0,5800000.0,1000000.0,1.0,1.0,733.0,14.0,1450.0,380.0
3173,Keysborough,21197,775000.0,50.0,1430000.0,540000.0,585000.0,665000.0,938000.0,1409000.0,870000.0,178.0,3400000.0,400000.0,3.0,,460.0,93.0,750.0,150.0
3137,Kilsyth,21497,,2.0,1750000.0,940000.0,,,,,,2.0,1700000.0,1000000.0,,,,3.0,485.0,370.0
3137,Kilsyth South,21527,,2.0,1750000.0,940000.0,,,,,,2.0,1700000.0,1000000.0,,,,3.0,485.0,370.0
3021,Kings Park,21657,600000.0,65.0,1550000.0,385000.0,422000.0,540000.0,685000.0,1100000.0,600000.0,186.0,1460000.0,355000.0,3.0,2.0,358.0,174.0,1200.0,200.0
3083,Kingsbury,21677,,3.0,830000.0,582000.0,,,,,,8.0,870000.0,449000.0,2.0,1.0,365.0,25.0,550.0,120.0
3012,Kingsville,21717,799000.0,26.0,1284000.0,580000.0,580000.0,660000.0,930000.0,1260000.0,785000.0,62.0,1675000.0,295000.0,7.0,4.0,470.0,78.0,650.0,165.0
3180,Knoxfield,21867,783000.0,10.0,996000.0,600000.0,600000.0,730000.0,855000.0,996000.0,804000.0,27.0,1890000.0,580000.0,2.0,,450.0,30.0,600.0,375.0
3144,Kooyong,22117,2750000.0,22.0,6300000.0,1235000.0,1545000.0,2200000.0,3825000.0,5150000.0,2675000.0,56.0,7000000.0,530000.0,6.0,5.0,723.0,44.0,1650.0,345.0
3337,Kurunjang,22327,497000.0,33.0,755000.0,320000.0,350000.0,420000.0,540000.0,660000.0,465000.0,72.0,3000000.0,250000.0,,,340.0,39.0,485.0,275.0
3075,Lalor,22937,621000.0,26.0,1240000.0,528000.0,550000.0,600000.0,690000.0,951000.0,640000.0,81.0,988000.0,350000.0,8.0,5.0,370.0,91.0,500.0,290.0
3910,Langwarrin,23137,664000.0,69.0,1735000.0,370000.0,445000.0,585000.0,770000.0,1100000.0,635000.0,115.0,2244000.0,350000.0,1.0,,430.0,38.0,590.0,250.0
3911,Langwarrin South,23177,,4.0,1900000.0,700000.0,,,,,,6.0,3500000.0,600000.0,,,,,,
3028,Laverton,23307,,9.0,790000.0,593000.0,,,,,650000.0,21.0,795000.0,570000.0,,,400.0,12.0,600.0,300.0
3026,Laverton North,23327,,,,,,,,,,,,,,,,,,
3140,Lilydale,23747,675000.0,55.0,1964000.0,470000.0,510000.0,560000.0,845000.0,1380000.0,737000.0,148.0,1800000.0,415000.0,1.0,1.0,405.0,30.0,565.0,295.0
3093,Lower Plenty,24457,,6.0,2811000.0,685000.0,,,,,1425000.0,13.0,6484000.0,425000.0,1.0,,,7.0,800.0,365.0
3975,Lynbrook,24557,685000.0,27.0,1029000.0,557000.0,560000.0,645000.0,740000.0,915000.0,700000.0,134.0,1100000.0,384000.0,,,458.0,38.0,600.0,360.0
3975,Lyndhurst,24577,685000.0,27.0,1029000.0,557000.0,560000.0,645000.0,740000.0,915000.0,700000.0,134.0,1100000.0,384000.0,,,458.0,38.0,600.0,360.0
3156,Lysterfield,24607,,9.0,2151000.0,521000.0,,,,,750000.0,13.0,2300000.0,650000.0,3.0,2.0,,3.0,420.0,310.0
3156,Lysterfield South,24617,,9.0,2151000.0,521000.0,,,,,750000.0,13.0,2300000.0,650000.0,3.0,2.0,,3.0,420.0,310.0
3782,Macclesfield,24647,,2.0,1120000.0,850000.0,,,,,,3.0,1550000.0,800000.0,,,,,,
3938,McCrae,25587,875000.0,16.0,1850000.0,600000.0,600000.0,731000.0,1160000.0,1850000.0,1090000.0,30.0,3925000.0,219000.0,,,,7.0,790.0,420.0
3204,McKinnon,25657,,9.0,1740000.0,901000.0,,,,,1250000.0,28.0,2300000.0,780000.0,2.0,1.0,630.0,30.0,995.0,400.0
3085,Macleod,24687,,9.0,1150000.0,650000.0,,,,,755000.0,16.0,860000.0,640000.0,3.0,3.0,450.0,11.0,720.0,380.0
3012,Maidstone,24877,799000.0,26.0,1284000.0,580000.0,580000.0,660000.0,930000.0,1260000.0,785000.0,62.0,1675000.0,295000.0,7.0,4.0,470.0,78.0,650.0,165.0
3144,Malvern,25047,2750000.0,22.0,6300000.0,1235000.0,1545000.0,2200000.0,3825000.0,5150000.0,2675000.0,56.0,7000000.0,530000.0,6.0,5.0,723.0,44.0,1650.0,345.0
3145,Malvern East,25077,1808000.0,37.0,6250000.0,720000.0,790000.0,1168000.0,2200000.0,3610000.0,1785000.0,94.0,7850000.0,169000.0,14.0,13.0,550.0,130.0,2500.0,148.0
3032,Maribyrnong,25307,,3.0,1810000.0,805000.0,,,,,,9.0,1685000.0,740000.0,2.0,1.0,470.0,13.0,650.0,340.0
3048,Meadow Heights,25717,520000.0,10.0,700000.0,442000.0,442000.0,460000.0,530000.0,700000.0,490000.0,65.0,700000.0,350000.0,4.0,1.0,370.0,56.0,500.0,320.0
3045,Melbourne Airport,25907,,,,,,,,,,,,,,,,,,
3338,Melton South,25997,425000.0,40.0,602000.0,303000.0,315000.0,383000.0,480000.0,576000.0,450000.0,396.0,1000000.0,36000.0,2.0,,330.0,71.0,420.0,250.0
3337,Melton West,26007,497000.0,33.0,755000.0,320000.0,350000.0,420000.0,540000.0,660000.0,465000.0,72.0,3000000.0,250000.0,,,340.0,39.0,485.0,275.0
3194,Mentone,26087,,,,,,,,,,,,,,,,,,
3159,Menzies Creek,26107,,7.0,1065000.0,603000.0,,,,,693000.0,14.0,1000000.0,530000.0,,,,1.0,400.0,400.0
3754,Mernda,26237,598000.0,50.0,1056000.0,483000.0,523000.0,543000.0,650000.0,784000.0,560000.0,197.0,1950000.0,365000.0,8.0,7.0,390.0,111.0,550.0,235.0
3064,Mickleham,26487,585000.0,37.0,790000.0,390000.0,411000.0,550000.0,652000.0,705000.0,560000.0,103.0,930000.0,374000.0,3.0,2.0,400.0,83.0,550.0,330.0
3206,Middle Park,26507,,7.0,4500000.0,1720000.0,,,,,2550000.0,18.0,8800000.0,1500000.0,1.0,,825.0,26.0,1650.0,490.0
3082,Mill Park,26637,705000.0,38.0,888000.0,500000.0,510000.0,638000.0,800000.0,865000.0,650000.0,68.0,1255000.0,150000.0,20.0,17.0,385.0,82.0,3969.0,300.0
3132,Mitcham,26977,941000.0,31.0,1700000.0,490000.0,686000.0,852000.0,1150000.0,1290000.0,1000000.0,66.0,4800000.0,480000.0,12.0,7.0,460.0,73.0,650.0,330.0
3793,Monbulk,27267,665000.0,15.0,1025000.0,575000.0,575000.0,600000.0,746000.0,1025000.0,650000.0,31.0,1300000.0,480000.0,2.0,2.0,,3.0,450.0,380.0
3127,Mont Albert,27307,1809000.0,13.0,4450000.0,780000.0,780000.0,1500000.0,2020000.0,4450000.0,1650000.0,41.0,4550000.0,580000.0,5.0,3.0,540.0,52.0,1295.0,150.0
3129,Mont Albert North,27337,1338000.0,14.0,1733000.0,901000.0,901000.0,966000.0,1438000.0,1733000.0,1400000.0,35.0,2800000.0,795000.0,4.0,3.0,550.0,23.0,1000.0,390.0
3094,Montmorency,27387,920000.0,17.0,1475000.0,699000.0,699000.0,815000.0,1271000.0,1475000.0,865000.0,29.0,3350000.0,420000.0,3.0,3.0,465.0,14.0,650.0,390.0
3765,Montrose,27397,745000.0,11.0,1750000.0,595000.0,595000.0,685000.0,1137000.0,1750000.0,755000.0,23.0,1650000.0,550000.0,,,,6.0,460.0,375.0
3039,Moonee Ponds,27497,1254000.0,22.0,1930000.0,418000.0,680000.0,910000.0,1420000.0,1775000.0,1190000.0,51.0,8000000.0,350000.0,11.0,7.0,520.0,106.0,1100.0,325.0
3194,Moorabbin Airport,27617,,,,,,,,,,,,,,,,,,
3189,Moorabbin,27577,1118000.0,10.0,1270000.0,837000.0,837000.0,1051000.0,1160000.0,1270000.0,998000.0,22.0,1450000.0,450000.0,2.0,,575.0,35.0,850.0,390.0
3933,Moorooduc,27687,,2.0,2100000.0,1270000.0,,,,,,,,,,,,,,
3138,Mooroolbark,27707,695000.0,59.0,1065000.0,360000.0,525000.0,620000.0,775000.0,930000.0,685000.0,97.0,1900000.0,360000.0,2.0,,420.0,51.0,710.0,330.0
3195,Mordialloc,27817,,2.0,1950000.0,1690000.0,,,,,,7.0,1900000.0,780000.0,1.0,,,4.0,750.0,690.0
3931,Mornington,27897,900000.0,96.0,2800000.0,412000.0,531000.0,750000.0,1300000.0,2485000.0,1095000.0,190.0,5250000.0,325000.0,,,505.0,54.0,1050.0,350.0
3767,Mount Dandenong,28157,,6.0,1190000.0,700000.0,,,,,1050000.0,15.0,1800000.0,590000.0,,,,,,
3930,Mount Eliza,28217,1300000.0,76.0,7045000.0,750000.0,836000.0,1090000.0,2080000.0,3800000.0,1585000.0,134.0,7481000.0,135000.0,,,790.0,23.0,1150.0,380.0
3796,Mount Evelyn,28237,741000.0,22.0,920000.0,600000.0,603000.0,660000.0,808000.0,913000.0,695000.0,31.0,1400000.0,410000.0,,,,6.0,495.0,275.0
3934,Mount Martha,28317,1037000.0,78.0,5100000.0,630000.0,680000.0,830000.0,1555000.0,3250000.0,1150000.0,125.0,6900000.0,125000.0,,,588.0,24.0,900.0,360.0
3149,Mount Waverley,28457,1218000.0,50.0,2231000.0,646000.0,790000.0,1090000.0,1331000.0,1870000.0,1250000.0,183.0,5400000.0,600000.0,16.0,13.0,518.0,154.0,1000.0,310.0
3170,Mulgrave,29167,932000.0,24.0,1318000.0,682000.0,715000.0,755000.0,1063000.0,1250000.0,932000.0,54.0,1260000.0,400000.0,4.0,2.0,445.0,98.0,1250.0,210.0
3804,Narre Warren East,30037,1225000.0,19.0,2200000.0,720000.0,720000.0,1010000.0,1350000.0,2200000.0,1290000.0,37.0,3500000.0,699000.0,,,,3.0,650.0,450.0
