Postcode,Suburb,ID_Domain,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,5thPercentileSoldPrice,25thPercentileSoldPrice,75thPercentileSoldPrice,95thPercentileSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
3804,Narre Warren North,30047,1225000.0,19.0,2200000.0,720000.0,720000.0,1010000.0,1350000.0,2200000.0,1290000.0,37.0,3500000.0,699000.0,,,,3.0,650.0,450.0
3805,Narre Warren South,30077,610000.0,78.0,868000.0,405000.0,520000.0,556000.0,655000.0,810000.0,600000.0,132.0,1200000.0,390000.0,,,390.0,84.0,500.0,300.0
3805,Narre Warren,30017,610000.0,78.0,868000.0,405000.0,520000.0,556000.0,655000.0,810000.0,600000.0,132.0,1200000.0,390000.0,,,390.0,84.0,500.0,300.0
3015,Newport,30557,,8.0,1140000.0,530000.0,,,,,940000.0,13.0,1420000.0,710000.0,1.0,,570.0,37.0,1000.0,300.0
3042,Niddrie,30687,1058000.0,19.0,1775000.0,695000.0,695000.0,901000.0,1242000.0,1775000.0,985000.0,41.0,2900000.0,640000.0,11.0,9.0,470.0,31.0,1000.0,280.0
3174,Noble Park,30827,,9.0,800000.0,586000.0,,,,,645000.0,28.0,900000.0,285000.0,1.0,1.0,390.0,26.0,600.0,350.0
3174,Noble Park North,30847,,9.0,800000.0,586000.0,,,,,645000.0,28.0,900000.0,285000.0,1.0,1.0,390.0,26.0,600.0,350.0
3051,North Melbourne,31037,1152000.0,10.0,1390000.0,707000.0,707000.0,900000.0,1300000.0,1390000.0,1295000.0,30.0,2400000.0,25000.0,1.0,1.0,580.0,116.0,2000.0,50.0
3113,North Warrandyte,31077,1352000.0,17.0,2615000.0,805000.0,805000.0,1070000.0,1803000.0,2615000.0,1190000.0,30.0,4000000.0,750000.0,2.0,,,4.0,695.0,295.0
3070,Northcote,31107,1355000.0,41.0,2320000.0,720000.0,760000.0,1060000.0,1725000.0,1958000.0,1298000.0,68.0,2640000.0,620000.0,22.0,17.0,628.0,142.0,1300.0,300.0
3168,Notting Hill,31177,,5.0,1038000.0,420000.0,,,,,,7.0,1350000.0,420000.0,1.0,,430.0,23.0,640.0,135.0
3131,Nunawading,31307,996000.0,17.0,1780000.0,650000.0,650000.0,850000.0,1173000.0,1780000.0,950000.0,40.0,4320000.0,620000.0,4.0,3.0,450.0,45.0,795.0,340.0
3046,Oak Park,31507,750000.0,23.0,1115000.0,480000.0,585000.0,665000.0,900000.0,1050000.0,700000.0,39.0,1125000.0,70000.0,7.0,4.0,420.0,53.0,750.0,290.0
3063,Oaklands Junction,31517,,1.0,2200000.0,2200000.0,,,,,,1.0,2300000.0,2300000.0,,,,,,
3166,Oakleigh,31547,967000.0,15.0,1210000.0,426000.0,426000.0,895000.0,1100000.0,1210000.0,870000.0,26.0,4450000.0,380000.0,8.0,5.0,500.0,77.0,1600.0,230.0
3166,Oakleigh East,31567,967000.0,15.0,1210000.0,426000.0,426000.0,895000.0,1100000.0,1210000.0,870000.0,26.0,4450000.0,380000.0,8.0,5.0,500.0,77.0,1600.0,230.0
3167,Oakleigh South,31597,935000.0,23.0,1600000.0,710000.0,720000.0,855000.0,1066000.0,1382000.0,943000.0,38.0,1750000.0,640000.0,9.0,6.0,510.0,46.0,750.0,330.0
3788,Olinda,31667,,3.0,828000.0,590000.0,,,,,1140000.0,14.0,2650000.0,560000.0,,,,4.0,775.0,350.0
3204,Ormond,31767,,9.0,1740000.0,901000.0,,,,,1250000.0,28.0,2300000.0,780000.0,2.0,1.0,630.0,30.0,995.0,400.0
3810,Pakenham,31947,570000.0,143.0,1208000.0,288000.0,388000.0,532000.0,630000.0,785000.0,525000.0,608.0,1400000.0,240000.0,,,360.0,215.0,550.0,82.0
3759,Panton Hill,32007,,3.0,2995000.0,930000.0,,,,,,6.0,3000000.0,860000.0,,,,1.0,600.0,600.0
3114,Park Orchards,32077,1868000.0,10.0,4400000.0,1315000.0,1315000.0,1425000.0,2970000.0,4400000.0,1700000.0,26.0,4200000.0,925000.0,,,,3.0,900.0,450.0
3195,Parkdale,32097,,2.0,1950000.0,1690000.0,,,,,,7.0,1900000.0,780000.0,1.0,,,4.0,750.0,690.0
3052,Parkville,32107,,3.0,1200000.0,700000.0,,,,,,9.0,2700000.0,370000.0,1.0,,620.0,55.0,1300.0,200.0
3044,Pascoe Vale South,32177,845000.0,39.0,1520000.0,565000.0,585000.0,720000.0,965000.0,1414000.0,799000.0,78.0,1540000.0,380000.0,22.0,10.0,420.0,149.0,800.0,270.0
3044,Pascoe Vale,32147,845000.0,39.0,1520000.0,565000.0,585000.0,720000.0,965000.0,1414000.0,799000.0,78.0,1540000.0,380000.0,22.0,10.0,420.0,149.0,800.0,270.0
3792,The Patch,39857,,1.0,891000.0,891000.0,,,,,,6.0,790000.0,580000.0,,,,,,
3197,Patterson Lakes,32277,991000.0,13.0,2350000.0,660000.0,660000.0,940000.0,1450000.0,2350000.0,1065000.0,47.0,3500000.0,550000.0,,,545.0,22.0,865.0,400.0
3090,Plenty,32887,,3.0,1800000.0,1260000.0,,,,,1695000.0,11.0,2525000.0,506000.0,,,,2.0,700.0,595.0
3030,Point Cook,32927,,3.0,1000000.0,600000.0,,,,,699000.0,28.0,1690000.0,140000.0,,,395.0,11.0,590.0,240.0
3207,Port Melbourne,33267,1477000.0,18.0,4675000.0,1100000.0,1100000.0,1325000.0,1860000.0,4675000.0,1350000.0,56.0,4700000.0,460000.0,4.0,3.0,675.0,156.0,2200.0,345.0
3944,Portsea,33327,2000000.0,10.0,3600000.0,1050000.0,1050000.0,1570000.0,3000000.0,3600000.0,2575000.0,15.0,4140000.0,350000.0,,,,7.0,2300.0,280.0
3181,Prahran,33397,,7.0,3150000.0,900000.0,,,,,1500000.0,21.0,3000000.0,850000.0,4.0,2.0,620.0,93.0,1400.0,280.0
3072,Preston,33507,990000.0,41.0,2300000.0,613000.0,655000.0,820000.0,1125000.0,1375000.0,875000.0,117.0,3050000.0,580000.0,12.0,7.0,495.0,199.0,1060.0,250.0
3054,Princes Hill,33537,,1.0,1450000.0,1450000.0,,,,,,4.0,1600000.0,595000.0,1.0,1.0,695.0,16.0,1300.0,310.0
3023,Ravenhall,33817,,,,,,,,,,,,,,,,,,
3095,Research,34117,1460000.0,12.0,2500000.0,840000.0,840000.0,1080000.0,1766000.0,2500000.0,1550000.0,17.0,2100000.0,790000.0,2.0,1.0,,3.0,820.0,550.0
3073,Reservoir,34167,697000.0,83.0,1373000.0,506000.0,532000.0,610000.0,848000.0,1110000.0,710000.0,250.0,1950000.0,390000.0,42.0,23.0,420.0,327.0,950.0,270.0
3121,Richmond,34297,1413000.0,40.0,4660000.0,818000.0,819000.0,1105000.0,1843000.0,2550000.0,1350000.0,96.0,4000000.0,350000.0,7.0,5.0,650.0,306.0,2500.0,300.0
3134,Ringwood,34397,,7.0,2510000.0,850000.0,,,,,995000.0,17.0,1850000.0,740000.0,1.0,,,5.0,530.0,390.0
3135,Ringwood East,34437,848000.0,16.0,1350000.0,560000.0,560000.0,668000.0,930000.0,1350000.0,815000.0,35.0,1400000.0,440000.0,4.0,,450.0,37.0,1200.0,159.0
3134,Ringwood North,34477,,7.0,2510000.0,850000.0,,,,,995000.0,17.0,1850000.0,740000.0,1.0,,,5.0,530.0,390.0
3185,Ripponlea,34527,,3.0,2535000.0,1286000.0,,,,,,3.0,2500000.0,750000.0,,,,8.0,995.0,300.0
3335,Rockbank,34697,,9.0,600000.0,334000.0,,,,,473000.0,552.0,4546000.0,213000.0,,,390.0,61.0,650.0,300.0
3084,Rosanna,34817,971000.0,13.0,1435000.0,671000.0,671000.0,797000.0,1195000.0,1435000.0,895000.0,17.0,2200000.0,655000.0,2.0,2.0,530.0,12.0,625.0,395.0
3939,Rosebud,34867,628000.0,107.0,2100000.0,400000.0,470000.0,584000.0,795000.0,1150000.0,633000.0,156.0,2185000.0,56000.0,4.0,2.0,400.0,51.0,760.0,280.0
3178,Rowville,35057,850000.0,57.0,1200000.0,648000.0,663000.0,777000.0,935000.0,1110000.0,800000.0,107.0,1990000.0,525000.0,6.0,5.0,485.0,64.0,650.0,350.0
3064,Roxburgh Park,35077,585000.0,37.0,790000.0,390000.0,411000.0,550000.0,652000.0,705000.0,560000.0,103.0,930000.0,374000.0,3.0,2.0,400.0,83.0,550.0,330.0
3941,Rye,35247,655000.0,27.0,978000.0,525000.0,530000.0,585000.0,850000.0,923000.0,755000.0,34.0,1350000.0,495000.0,2.0,,385.0,21.0,595.0,240.0
3936,Safety Beach,35287,850000.0,37.0,2050000.0,435000.0,560000.0,740000.0,920000.0,1625000.0,890000.0,85.0,5125000.0,295000.0,,,490.0,28.0,900.0,120.0
3021,St Albans,37177,600000.0,65.0,1550000.0,385000.0,422000.0,540000.0,685000.0,1100000.0,600000.0,186.0,1460000.0,355000.0,3.0,2.0,358.0,174.0,1200.0,200.0
3088,St Helena,37357,,1.0,1149000.0,1149000.0,,,,,,9.0,1000000.0,690000.0,1.0,,,2.0,570.0,500.0
3182,St Kilda,37407,,5.0,3915000.0,1660000.0,,,,,,6.0,8000000.0,1500000.0,,,830.0,20.0,2000.0,250.0
3183,St Kilda East,37447,,8.0,2560000.0,1250000.0,,,,,1225000.0,23.0,2800000.0,350000.0,4.0,3.0,600.0,59.0,1600.0,210.0
3182,St Kilda West,37507,,5.0,3915000.0,1660000.0,,,,,,6.0,8000000.0,1500000.0,,,830.0,20.0,2000.0,250.0
3977,Sandhurst,35597,615000.0,18.0,1000000.0,518000.0,518000.0,580000.0,655000.0,1000000.0,599000.0,35.0,5000000.0,465000.0,,,425.0,13.0,520.0,330.0
3191,Sandringham,35637,1829000.0,23.0,4670000.0,320000.0,1100000.0,1492000.0,2300000.0,3470000.0,1650000.0,35.0,4600000.0,300000.0,8.0,7.0,820.0,44.0,2600.0,290.0
3787,Sassafras,35697,,3.0,846000.0,650000.0,,,,,,5.0,2993000.0,630000.0,,,,1.0,395.0,395.0
3179,Scoresby,35767,,8.0,2045000.0,699000.0,,,,,750000.0,23.0,1270000.0,630000.0,2.0,,423.0,26.0,748.0,360.0
3028,Seabrook,35847,,9.0,790000.0,593000.0,,,,,650000.0,21.0,795000.0,570000.0,,,400.0,12.0,600.0,300.0
3198,Seaford,35867,690000.0,48.0,1250000.0,343000.0,524000.0,570000.0,815000.0,1050000.0,690000.0,92.0,1400000.0,300000.0,2.0,2.0,425.0,65.0,850.0,295.0
3018,Seaholme,35887,,5.0,1540000.0,790000.0,,,,,925000.0,12.0,1550000.0,788000.0,,,,9.0,695.0,495.0
3011,Seddon,35997,1120000.0,20.0,2235000.0,600000.0,600000.0,900000.0,1262000.0,2120000.0,1000000.0,34.0,2000000.0,650000.0,5.0,4.0,510.0,52.0,960.0,320.0
3159,Selby,36027,,7.0,1065000.0,603000.0,,,,,693000.0,14.0,1000000.0,530000.0,,,,1.0,400.0,400.0
3139,Seville,36087,,3.0,942000.0,490000.0,,,,,687000.0,16.0,930000.0,400000.0,,,,1.0,410.0,410.0
3789,Sherbrooke,36347,,,,,,,,,,,,,,,,,,
3977,Skye,36517,615000.0,18.0,1000000.0,518000.0,518000.0,580000.0,655000.0,1000000.0,599000.0,35.0,5000000.0,465000.0,,,425.0,13.0,520.0,330.0
3062,Somerton,36667,,,,,,,,,,,,,,,,,,
3943,Sorrento,36697,1698000.0,40.0,4700000.0,920000.0,950000.0,1242000.0,2725000.0,4300000.0,2000000.0,61.0,6000000.0,895000.0,,,,7.0,2000.0,360.0
3015,South Kingsville,36757,,8.0,1140000.0,530000.0,,,,,940000.0,13.0,1420000.0,710000.0,1.0,,570.0,37.0,1000.0,300.0
3205,South Melbourne,36797,1577000.0,16.0,3175000.0,990000.0,990000.0,1235000.0,2115000.0,3175000.0,1583000.0,50.0,3465000.0,300000.0,7.0,6.0,550.0,113.0,1500.0,299.0
3752,South Morang,36827,615000.0,51.0,1083000.0,510000.0,521000.0,545000.0,725000.0,930000.0,580000.0,122.0,3000000.0,370000.0,17.0,12.0,420.0,81.0,550.0,250.0
3006,South Wharf,64017,,2.0,1540000.0,555000.0,,,,,,13.0,2910000.0,300000.0,1.0,1.0,415.0,37.0,1200.0,45.0
3141,South Yarra,36877,1757000.0,19.0,6000000.0,1235000.0,1235000.0,1450000.0,2700000.0,6000000.0,1900000.0,69.0,19000000.0,340000.0,5.0,3.0,620.0,193.0,2800.0,36.0
3006,Southbank,36897,,2.0,1540000.0,555000.0,,,,,,13.0,2910000.0,300000.0,1.0,1.0,415.0,37.0,1200.0,45.0
3015,Spotswood,36987,,8.0,1140000.0,530000.0,,,,,940000.0,13.0,1420000.0,710000.0,1.0,,570.0,37.0,1000.0,300.0
3171,Springvale,37117,735000.0,27.0,1075000.0,470000.0,520000.0,630000.0,830000.0,1055000.0,748000.0,84.0,1995000.0,300000.0,4.0,2.0,410.0,101.0,570.0,150.0
3172,Springvale South,37157,,8.0,820000.0,392000.0,,,,,673000.0,40.0,1385000.0,350000.0,3.0,1.0,403.0,34.0,550.0,300.0
3041,Strathmore,38037,,,,,,,,,,2.0,1125000.0,1125000.0,,,,2.0,550.0,480.0
3041,Strathmore Heights,38047,,,,,,,,,,2.0,1125000.0,1125000.0,,,,2.0,550.0,480.0
3429,Sunbury,38197,,,,,,,,,,1.0,2730000.0,2730000.0,,,,,,
3020,Sunshine,38277,600000.0,22.0,765000.0,417000.0,500000.0,540000.0,659000.0,699000.0,600000.0,70.0,1100000.0,400000.0,4.0,2.0,375.0,96.0,550.0,300.0
3020,Sunshine North,38287,600000.0,22.0,765000.0,417000.0,500000.0,540000.0,659000.0,699000.0,600000.0,70.0,1100000.0,400000.0,4.0,2.0,375.0,96.0,550.0,300.0
3020,Sunshine West,38297,600000.0,22.0,765000.0,417000.0,500000.0,540000.0,659000.0,699000.0,600000.0,70.0,1100000.0,400000.0,4.0,2.0,375.0,96.0,550.0,300.0
3127,Surrey Hills,38357,1809000.0,13.0,4450000.0,780000.0,780000.0,1500000.0,2020000.0,4450000.0,1650000.0,41.0,4550000.0,580000.0,5.0,3.0,540.0,52.0,1295.0,150.0
3037,Sydenham,38547,819000.0,22.0,966000.0,522000.0,525000.0,725000.0,860000.0,965000.0,750000.0,36.0,5985000.0,470000.0,7.0,3.0,450.0,19.0,670.0,370.0
3029,Tarneit,39087,580000.0,109.0,1330000.0,285000.0,435000.0,517000.0,645000.0,845000.0,542000.0,1103.0,1300000.0,34000.0,2.0,,390.0,288.0,800.0,30.0
3037,Taylors Hill,39447,819000.0,22.0,966000.0,522000.0,525000.0,725000.0,860000.0,965000.0,750000.0,36.0,5985000.0,470000.0,7.0,3.0,450.0,19.0,670.0,370.0
3038,Taylors Lakes,39487,800000.0,12.0,1220000.0,665000.0,665000.0,720000.0,845000.0,1220000.0,800000.0,32.0,1770000.0,560000.0,2.0,1.0,420.0,19.0,2043.0,355.0
3160,Tecoma,39517,,7.0,1200000.0,530000.0,,,,,,8.0,1100000.0,550000.0,,,,2.0,565.0,550.0
3106,Templestowe,39607,1350000.0,32.0,2650000.0,925000.0,940000.0,1090000.0,1769000.0,2460000.0,1449000.0,97.0,4500000.0,714000.0,4.0,2.0,620.0,57.0,1995.0,450.0
3107,Templestowe Lower,39637,1135000.0,26.0,1520000.0,730000.0,785000.0,980000.0,1250000.0,1415000.0,1100000.0,91.0,2200000.0,720000.0,4.0,2.0,540.0,49.0,775.0,400.0
3154,The Basin,39797,731000.0,14.0,1835000.0,620000.0,620000.0,685000.0,757000.0,1835000.0,650000.0,16.0,970000.0,550000.0,4.0,4.0,,3.0,420.0,380.0
3074,Thomastown,39897,640000.0,15.0,810000.0,560000.0,560000.0,595000.0,670000.0,810000.0,614000.0,50.0,949000.0,440000.0,12.0,4.0,370.0,83.0,600.0,185.0
3071,Thornbury,39937,1190000.0,25.0,1950000.0,620000.0,650000.0,817000.0,1355000.0,1730000.0,1100000.0,47.0,1850000.0,320000.0,13.0,10.0,578.0,132.0,860.0,260.0
3142,Toorak,40457,5000000.0,29.0,23000000.0,1235000.0,1235000.0,3480000.0,8100000.0,19000000.0,4800000.0,86.0,24000000.0,430000.0,4.0,3.0,1150.0,69.0,4606.0,300.0
3941,Tootgarook,40487,655000.0,27.0,978000.0,525000.0,530000.0,585000.0,850000.0,923000.0,755000.0,34.0,1350000.0,495000.0,2.0,,385.0,21.0,595.0,240.0
3012,Tottenham,40547,799000.0,26.0,1284000.0,580000.0,580000.0,660000.0,930000.0,1260000.0,785000.0,62.0,1675000.0,295000.0,7.0,4.0,470.0,78.0,650.0,165.0
3032,Travancore,40727,,3.0,1810000.0,805000.0,,,,,,9.0,1685000.0,740000.0,2.0,1.0,470.0,13.0,650.0,340.0
3785,Tremont,40767,,,,,,,,,,,,,,,,,,
3029,Truganina,40897,580000.0,109.0,1330000.0,285000.0,435000.0,517000.0,645000.0,845000.0,542000.0,1103.0,1300000.0,34000.0,2.0,,390.0,288.0,800.0,30.0
3043,Tullamarine,40947,,9.0,1200000.0,498000.0,,,,,610000.0,15.0,1350000.0,460000.0,8.0,2.0,380.0,41.0,1050.0,280.0
3156,Upper Ferntree Gully,41327,,9.0,2151000.0,521000.0,,,,,750000.0,13.0,2300000.0,650000.0,3.0,2.0,,3.0,420.0,310.0
3158,Upwey,41407,765000.0,19.0,1430000.0,620000.0,620000.0,715000.0,978000.0,1430000.0,730000.0,33.0,1320000.0,100000.0,,,,4.0,585.0,430.0
3133,Vermont,41507,1200000.0,21.0,3200000.0,780000.0,780000.0,1020000.0,1250000.0,1423000.0,1165000.0,48.0,3600000.0,800000.0,4.0,1.0,520.0,39.0,625.0,410.0
3133,Vermont South,41517,1200000.0,21.0,3200000.0,780000.0,780000.0,1020000.0,1250000.0,1423000.0,1165000.0,48.0,3600000.0,800000.0,4.0,1.0,520.0,39.0,625.0,410.0
3084,Viewbank,41617,971000.0,13.0,1435000.0,671000.0,671000.0,797000.0,1195000.0,1435000.0,895000.0,17.0,2200000.0,655000.0,2.0,2.0,530.0,12.0,625.0,395.0
3152,Wantirna,42327,899000.0,24.0,1300000.0,626000.0,632000.0,790000.0,1120000.0,1300000.0,905000.0,61.0,2380000.0,490000.0,5.0,4.0,460.0,67.0,775.0,350.0
3152,Wantirna South,42337,899000.0,24.0,1300000.0,626000.0,632000.0,790000.0,1120000.0,1300000.0,905000.0,61.0,2380000.0,490000.0,5.0,4.0,460.0,67.0,775.0,350.0
3113,Warrandyte,42597,1352000.0,17.0,2615000.0,805000.0,805000.0,1070000.0,1803000.0,2615000.0,1190000.0,30.0,4000000.0,750000.0,2.0,,,4.0,695.0,295.0
3134,Warrandyte South,42617,,7.0,2510000.0,850000.0,,,,,995000.0,17.0,1850000.0,740000.0,1.0,,,5.0,530.0,390.0
3134,Warranwood,42627,,7.0,2510000.0,850000.0,,,,,995000.0,17.0,1850000.0,740000.0,1.0,,,5.0,530.0,390.0
3195,Waterways,42857,,2.0,1950000.0,1690000.0,,,,,,7.0,1900000.0,780000.0,1.0,,,4.0,750.0,690.0
3087,Watsonia,42887,,3.0,935000.0,748000.0,,,,,,7.0,1395000.0,735000.0,,,,8.0,560.0,340.0
3087,Watsonia North,42897,,3.0,935000.0,748000.0,,,,,,7.0,1395000.0,735000.0,,,,8.0,560.0,340.0
3096,Wattle Glen,42957,,8.0,1950000.0,867000.0,,,,,,9.0,1950000.0,530000.0,,,,,,
3030,Werribee,43317,,3.0,1000000.0,600000.0,,,,,699000.0,28.0,1690000.0,140000.0,,,395.0,11.0,590.0,240.0
3030,Werribee South,43337,,3.0,1000000.0,600000.0,,,,,699000.0,28.0,1690000.0,140000.0,,,395.0,11.0,590.0,240.0
3012,West Footscray,43407,799000.0,26.0,1284000.0,580000.0,580000.0,660000.0,930000.0,1260000.0,785000.0,62.0,1675000.0,295000.0,7.0,4.0,470.0,78.0,650.0,165.0
3003,West Melbourne,43457,,8.0,1700000.0,820000.0,,,,,1210000.0,36.0,2125000.0,596000.0,2.0,2.0,540.0,40.0,1100.0,65.0
3049,Westmeadows,43577,599000.0,21.0,765000.0,470000.0,480000.0,518000.0,630000.0,730000.0,580000.0,44.0,900000.0,382000.0,5.0,5.0,393.0,30.0,500.0,260.0
3150,Wheelers Hill,43647,1188000.0,30.0,2869000.0,880000.0,910000.0,1110000.0,1256000.0,2750000.0,1280000.0,64.0,6700000.0,200000.0,7.0,4.0,530.0,55.0,1250.0,400.0
3429,Wildwood,43867,,,,,,,,,,1.0,2730000.0,2730000.0,,,,,,
3027,Williams Landing,48227,687000.0,34.0,882000.0,425000.0,462000.0,630000.0,755000.0,880000.0,680000.0,92.0,1400000.0,440000.0,,,430.0,106.0,700.0,350.0
3016,Williamstown,43967,,2.0,905000.0,710000.0,,,,,,8.0,1750000.0,725000.0,1.0,1.0,690.0,11.0,950.0,460.0
3016,Williamstown North,43977,,2.0,905000.0,710000.0,,,,,,8.0,1750000.0,725000.0,1.0,1.0,690.0,11.0,950.0,460.0
3181,Windsor,44117,,7.0,3150000.0,900000.0,,,,,1500000.0,21.0,3000000.0,850000.0,4.0,2.0,620.0,93.0,1400.0,280.0
3115,Wonga Park,44437,1395000.0,10.0,4000000.0,890000.0,890000.0,1176000.0,2040000.0,4000000.0,1500000.0,23.0,4050000.0,640000.0,,,,3.0,1400.0,450.0
3024,Wyndham Vale,45307,502000.0,48.0,710000.0,380000.0,408000.0,447000.0,565000.0,670000.0,498000.0,744.0,865000.0,212000.0,2.0,1.0,350.0,168.0,470.0,170.0
3085,Yallambie,45427,,9.0,1150000.0,650000.0,,,,,755000.0,16.0,860000.0,640000.0,3.0,3.0,450.0,11.0,720.0,380.0
3091,Yarrambat,45747,,1.0,1752000.0,1752000.0,,,,,,10.0,4950000.0,1000000.0,,,,2.0,900.0,520.0
3013,Yarraville,45777,1030000.0,49.0,2600000.0,600000.0,640000.0,895000.0,1250000.0,1720000.0,990000.0,93.0,2400000.0,600000.0,17.0,8.0,515.0,132.0,1100.0,295.0
3063,Yuroke,46107,,1.0,2200000.0,2200000.0,,,,,,1.0,2300000.0,2300000.0,,,,,,
